Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
"Community Capital Bancshares","ALBY","37.31","OTC","12","Finance","Banks - Southeast","28.75","3.46","",""
"Alcon","ALC","39183.34","NYSE","12","Medical","Medical - Instruments","79.44","3.05","3.09","3.49"
"Alico","ALCO","260.82","NSDQ","9","Consumer Staples","Agriculture - Operations","34.115","-3.49","-10.41","-.57"
"Alchemy Investments Acquisition Corp 1","ALCY","52.8","NSDQ","12","Unclassified","Unclassified","11.65","","",""
"Aldeyra Therapeutics","ALDX","350.99","NSDQ","12","Medical","Medical - Drugs","5.86","-.94","-.69",".88"
"Allete","ALE","3722.97","NYSE","12","Utilities","Utility - Electric Power","64.15","3.1","",""
"Alector","ALEC","241.9","NSDQ","12","Medical","Medical - Biomedical and Genetics","2.39","-1.23","-1.52","-1.3"
"Alexander & Baldwin Holdings","ALEX","1406.32","NYSE","12","Finance","REIT and Equity Trust - Other","19.33","1.37","1.4","1.2"
"Centurion Acquisition Corp.","ALF","328.75","NSDQ","12","Unclassified","Unclassified","10.52","","",""
"Alfa Laval","ALFVY","19000.61","OTC","12","Construction","Engineering - R and D Services","45.97","1.69","2.09","2.24"
"Alamo Group","ALG","2603.97","NYSE","12","Industrial Products","Manufacturing - Farm Equipment","215.01","10.12","10.65","12.24"
"Allegro MicroSystems","ALGM","5923.15","NSDQ","3","Computer and Technology","Electronics - Semiconductors","32.01",".24",".52",".94"
"Align Technology","ALGN","10230","NSDQ","12","Medical","Medical - Dental Supplies","141.13","9.33","10.1","10.86"
"Aligos Therapeutics","ALGS","68.03","NSDQ","12","Medical","Medical - Biomedical and Genetics","11.06","-13.58","-8.24","-8.74"
"Allegiant","ALGT","1143.22","NSDQ","12","Transportation","Transportation - Airline","62.3","2.48","2.42","5.95"
"Alignment Healthcare","ALHC","3231.87","NSDQ","12","Medical","Medical Services","16.32","-.67","-.2",".05"
"Alight","ALIT","2097.83","NYSE","12","Computer and Technology","Internet - Software","3.89",".48",".6",".65"
"Allianz","ALIZY","163387.13","OTC","12","Finance","Insurance - Multi line","42.31","2.75","3.24","3.54"
"Alaska Air Group","ALK","7285.31","NYSE","12","Transportation","Transportation - Airline","63.18","4.87","3.82","7.34"
"Alkermes","ALKS","4775.71","NSDQ","12","Medical","Medical - Biomedical and Genetics","28.93","2.92","1.78","1.73"
"Alkami Technology","ALKT","2673.9","NSDQ","12","Computer and Technology","Internet - Software","25.69",".29",".58",".99"
"Allstate","ALL","53691.85","NYSE","12","Finance","Insurance - Property and Casualty","203.76","18.32","20.93","22.81"
"Allegion","ALLE","14677.18","NYSE","12","Industrial Products","Security and Safety Services","170.97","7.53","8.17","8.63"
"Atlantic Lithium Limited","ALLIF","24.57","OTC","6","Basic Materials","Mining - Miscellaneous",".1195","-.01","",""
"Allogene Therapeutics","ALLO","261.82","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.18","-1.32","-.98","-.9"
"Allarity Therapeutics, Inc.","ALLR","21.93","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.5","-15.65","-1.22","-.83"
"Allot","ALLT","370.85","NSDQ","12","Business Services","Technology Services","7.97",".04",".14",".24"
"Ally Financial","ALLY","12635.52","NYSE","12","Finance","Financial - Consumer Loans","41.05","2.35","3.59","5.36"
"Almonty Industries Inc.","ALM","1056.59","NSDQ","12","Basic Materials","Mining - Miscellaneous","4.46","","-.09",".09"
"Alumis Inc.","ALMS","489.1","NSDQ","12","Medical","Medical - Biomedical and Genetics","4.7","-10.38","-2.66","-3.24"
"Aeluma, Inc.","ALMU","339.54","NSDQ","6","Computer and Technology","Electronics - Semiconductors","21.38","-.37","",""
"ANA","ALNPY","9517.75","OTC","3","Transportation","Transportation - Airline","4.05",".44","1.06",".98"
"ALLIENT INC","ALNT","802.1","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Components","47.33","1.49","1.92","2.28"
"Alnylam Pharmaceuticals","ALNY","59290.97","NSDQ","12","Medical","Medical - Biomedical and Genetics","452.33","-.02","3.39","8.75"
"AstroNova","ALOT","79.08","NSDQ","1","Business Services","Technology Services","10.41",".33","",""
"Alarm.com","ALRM","2931.92","NSDQ","12","Industrial Products","Security and Safety Services","58.75","2.28","2.37","2.56"
"Alerus Financial","ALRS","565.83","NSDQ","12","Finance","Financial - Miscellaneous Services","22.28","1.44","2.44","2.44"
"ALR Technologies SG Ltd.","ALRTF","7.21","OTC","12","Medical","Medical Services",".0114","-.03","",""
"Alpha Star Acquisition","ALSAF","40.53","OTC","12","Unclassified","Unclassified","14","","",""
"Alstom","ALSMY","10857.7","OTC","3","Transportation","Transportation - Rail","2.35",".11",".19",".24"
"Allison Transmission Holdings","ALSN","7336.53","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","87.74","8.31","8.1","8.75"
"Altimmune","ALT","327.43","NSDQ","12","Medical","Medical - Drugs","3.71","-1.34","-1.19","-1.34"
"Alta Equipment Group","ALTG","263.11","NYSE","12","Industrial Products","Manufacturing - General Industrial ","8.21","-1.96","-1.4","-1.04"
"ALTI GLOBAL INC","ALTI","643.81","NSDQ","12","Finance","Financial - Miscellaneous Services","4.39","-.57",".1",".27"
"Alto Ingredients","ALTO","88.23","NSDQ","12","Consumer Discretionary","Consumer Products - Discretionary","1.14","-.47","-.37",".16"
"ALT5 Sigma Corporation","ALTS","180.44","NSDQ","12","Finance","Financial - Miscellaneous Services","8.35","-.5","",""
"Allurion Technologies, Inc.","ALUR","17.23","NYSE","12","Medical","Medical - Products","2.22","-9.2","-3.14","-4.43"
"Autoliv","ALV","9540.99","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","124.22","8.32","9.31","10.33"
"Alvotech","ALVO","2426.93","NSDQ","12","Medical","Medical - Biomedical and Genetics","8.05","-.66",".35","1.14"
"Alvopetro Energy","ALVOF","158.7","OTC","12","Oils-Energy","Alternative Energy - Other","4.33",".43","",""
"Alexander's","ALX","1177.08","NYSE","12","Finance","REIT and Equity Trust - Other","230.47","15.19","11.98","10.07"
"ALX Oncology Holdings","ALXO","61.05","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.14","-2.58","-1.76","-1.2"
"Alithya Group","ALYAF","120.45","OTC","3","Business Services","Technology Services","1.3",".21",".21",".27"
"Alzamend Neuro","ALZN","7.04","NSDQ","4","Medical","Medical - Biomedical and Genetics","2.43","-11.32","-15.21",""
"Antero Midstream","AM","8536.46","NYSE","12","Oils-Energy","Oil and Gas - Integrated - United States","17.84",".83","1","1.04"
"Amadeus IT Group","AMADY","38161.79","OTC","12","Business Services","Technology Services","84.71","3.35","3.58","4.02"
"Amalgamated Financial","AMAL","876.47","NSDQ","12","Finance","Financial - SBIC & Commercial Industry","29.11","3.48","3.55","3.99"
"Applied Materials","AMAT","131661.11","NSDQ","10","Computer and Technology","Electronics - Semiconductors","165.27","8.65","9.37","9.52"
"Ambarella","AMBA","2995.71","NSDQ","1","Computer and Technology","Electronics - Semiconductors","70.63","-.16",".13",".36"
"Ambu A/S Unsponsored ADR","AMBBY","3724.34","OTC","9","Medical","Medical - Hospital","15.85",".13","",""
"Ambac","AMBC","418.08","NYSE","12","Finance","Insurance - Property and Casualty","9.01","-.18","-.67","-.14"
"AMBIPAR EMERGNC","AMBI","249.43","AMEX","12","Industrial Products","Industrial Services","4.5",".15","",""
"American Bank","AMBK","103.01","OTC","12","Finance","Banks - Northeast","15.75","1.38","",""
"Ambow Education Holding","AMBO","10.11","AMEX","12","Consumer Discretionary","Schools","3.54",".11","",""
"Ardagh Metal Packaging","AMBP","2175.63","NYSE","12","Industrial Products","Metal Products - Procurement and Fabrication","3.64",".18",".19",".23"
"Ambiq Micro, Inc.","AMBQ","689.75","NYSE","12","Computer and Technology","Electronics - Semiconductors","39.11","","-1.76","-1.53"
"Amber International Holding Limited - Sponsored ADR","AMBR","39.45","NSDQ","12","Business Services","Technology Services","3.89","-2.61","",""
"AMC Entertainment","AMC","1451.63","NYSE","12","Consumer Discretionary","Leisure and Recreation Services","2.83","-1.28","-.66","-.36"
"Amcor","AMCR","12357.69","NYSE","6","Industrial Products","Containers - Paper and Packaging","8.55",".71",".81",".89"
"AMC Networks","AMCX","306.29","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television","7.06","3.86","2.24","2.57"
"Advanced Micro Devices","AMD","273578.97","NSDQ","12","Computer and Technology","Computer - Integrated Systems","168.58","3.31","3.93","5.89"
"Amada","AMDLY","3773.99","OTC","3","Industrial Products","Manufacturing - Tools & Related Products","46","2.59","",""
"AMETEK","AME","43126.03","NYSE","12","Computer and Technology","Electronics - Testing Equipment","186.73","6.83","7.15","7.75"
"AMEN Properties","AMEN","29.07","OTC","12","Computer and Technology","Internet - Content","546.99","","",""
"Amplifon","AMFPF","3937.25","OTC","12","Medical","Medical Services","17.46",".72","",""
"Affiliated Managers Group","AMG","6461.47","NYSE","12","Finance","Financial - Investment Management","227.42","21.36","24.05","27.59"
"Amgen","AMGN","153761.53","NSDQ","12","Medical","Medical - Biomedical and Genetics","285.61","19.84","21.11","21.44"
"American Homes 4 Rent","AMH","13130.23","NYSE","12","Finance","REIT and Equity Trust - Residential","35.4","1.77","1.86","1.97"
"Autonomix Medical, Inc.","AMIX","6.51","NSDQ","3","Medical","Medical - Instruments","1.1","-6.46","-2.73","-2.34"
"A.P. Moller-Maersk","AMKBY","32860.54","OTC","12","Transportation","Transportation - Shipping","10.38","1.94",".76","-.46"
"Amkor Technology","AMKR","6094.55","NSDQ","12","Computer and Technology","Electronics - Semiconductors","24.66","1.43","1.1","1.55"
"American Lithium","AMLIF","88.88","OTC","2","Basic Materials","Mining - Miscellaneous",".3482","-.08","-.08","-.08"
"American Lithium Minerals","AMLM","2.75","OTC","9","Basic Materials","Mining - Non Ferrous",".04","0","",""
"Amylyx Pharmaceuticals","AMLX","839.96","NSDQ","12","Medical","Medical - Drugs","9.42","-4.43","-1.71","-1.49"
"AmeraMex International","AMMX","1.38","OTC","12","Transportation","Transportation - Equipment and Leasing",".0916","-.08","",""
"AMN Healthcare Services","AMN","768.4","NYSE","12","Medical","Medical Services","20.05","3.31","1.11","1.12"
"Armanino Foods of Distinction","AMNF","291.58","OTC","12","Consumer Staples","Food - Miscellaneous","9.374",".45","",""
"American Sierra Gold","AMNP","15.56","OTC","7","Basic Materials","Mining - Miscellaneous",".0325","","",""
"Alpha Modus Holdings, Inc.","AMOD","45.74","NSDQ","12","Unclassified","Unclassified","1.09",".13","",""
"Ameriprise Financial","AMP","48703.52","NYSE","12","Finance","Financial - Investment Management","516.63","34.35","37.73","40.8"
"AmpliTech Group","AMPG","70.36","NSDQ","12","Computer and Technology","Communication - Components","3.42","-1.08","",""
"Amphastar Pharmaceuticals","AMPH","1406.94","NSDQ","12","Medical","Medical - Generic Drugs","30.26","3.86","3.34","3.62"
"Amplitude","AMPL","1196.75","NSDQ","12","Business Services","Technology Services","11.72",".06",".06",".11"
"Amprius Technologies, Inc.","AMPX","923.06","NYSE","12","Business Services","Technology Services","7.38","-.45","-.24","-.07"
"Amplify Energy","AMPY","164.7","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","4.07",".78","",""
"Alpha Metallurgical Resources","AMR","1904.29","NYSE","12","Basic Materials","Mining - Miscellaneous","145.88","14.28","-4.17","12.73"
"Ameresco","AMRC","1328.77","NYSE","12","Oils-Energy","Alternative Energy - Other","25.29","1.2",".8","1.04"
"AMark Precious Metals","AMRK","565.63","NSDQ","6","Consumer Discretionary","Precious Metals and Jewels","22.97","3.33","2.72",""
"Amarin","AMRN","318.62","NSDQ","12","Medical","Medical - Biomedical and Genetics","15.405","-4","-2.25","-1.61"
"Amneal Pharmaceuticals","AMRX","2999.46","NSDQ","12","Medical","Medical - Drugs","9.55",".58",".76",".9"
"Amrize Ltd","AMRZ","28787.92","NYSE","12","Construction","Building Products - Miscellaneous","52.05","","2.58","2.87"
"American Shared Hospital Services","AMS","16.01","AMEX","12","Medical","Medical - Instruments","2.46","-.08","-.11",""
"American Superconductor","AMSC","2431.46","NSDQ","3","Computer and Technology","Electronics - Miscellaneous Components","53.84",".64",".74",".88"
"AMERISAFE","AMSF","872.43","NSDQ","12","Finance","Insurance - Accident and Health","45.94","2.53","2.22","2.1"
"ams-OSRAM AG Unsponsored ADR","AMSSY","1272.02","OTC","12","Computer and Technology","Electronics - Semiconductors","6.37",".03",".5","1.32"
"Amesite","AMST","13.08","NSDQ","6","Computer and Technology","Internet - Software","2.86","-1.73","",""
"American Tower","AMT","94848.97","NYSE","12","Finance","REIT and Equity Trust - Other","202.56","10.54","10.6","11.3"
"Amerant Bancorp","AMTB","897.61","NYSE","12","Finance","Banks - Southeast","21.5","1.41","1.81","2.31"
"AMTD IDEA Group","AMTD","84.67","NYSE","12","Finance","Financial - Investment Management","1.04","2.82","",""
"Amentum Holdings, Inc.","AMTM","6144.05","NYSE","9","Construction","Engineering - R and D Services","25.25","2.01","2.14","2.36"
"Aemetis","AMTX","171.38","NSDQ","12","Oils-Energy","Biofuels","2.71","-1.91","-1.38","-.35"
"American Woodmark","AMWD","947.13","NSDQ","4","Consumer Discretionary","Furniture","65.01","6.9","",""
"American Well","AMWL","112.58","NYSE","12","Medical","Medical Info Systems","6.97","-13.88","-6.13","-5.23"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","60762.4","NYSE","12","Computer and Technology","Wireless Non-US ","20.12",".49","1.41","1.64"
"InfraCap MLP ETF","AMZA","414.24","NYSE","12","Finance","Financial - Investment Funds","42.86","","",""
"Amaze Holdings, Inc.","AMZE","18.64","AMEX","12","Computer and Technology","Internet - Software","2.98","-3.91","",""
"Amazon.com","AMZN","2469993.75","NSDQ","12","Retail-Wholesale","Internet - Commerce","231.6","5.53","6.73","7.55"
"AutoNation","AN","8383.56","NYSE","12","Retail-Wholesale","Automotive - Retail and Whole Sales","222.34","17.46","19.68","20.63"
"AnaptysBio","ANAB","563.58","NSDQ","12","Medical","Medical - Biomedical and Genetics","20.13","-5.12","-4.71","-5.09"
"The Andersons","ANDE","1396.81","NSDQ","12","Basic Materials","Agriculture - Products","40.83","3.4","2.08","2.38"
"Anebulo Pharmaceuticals","ANEB","103.53","NSDQ","6","Medical","Medical - Biomedical and Genetics","2.52","-.32","",""
"Arista Networks","ANET","171222.77","NYSE","12","Computer and Technology","Internet - Software","136.23","2.27","2.81","3.17"
"Abercrombie & Fitch","ANF","4598.53","NYSE","1","Retail-Wholesale","Retail - Apparel and Shoes","96.52","10.69","10.07","10.52"
"ANGHAMI INC","ANGH","21.63","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television","3.2351","-11","",""
"Angi","ANGI","778.21","NSDQ","12","Computer and Technology","Internet - Content","17.55",".7","1.34","1.89"
"AngioDynamics","ANGO","411.62","NSDQ","5","Medical","Medical - Instruments","10.13","-.15","-.3","-.15"
"Anika Therapeutics","ANIK","133.08","NSDQ","12","Medical","Medical - Biomedical and Genetics","9.23",".16","-.14",".18"
"Acerinox","ANIOY","3059.34","OTC","12","Basic Materials","Steel - Producers","6.135",".49",".34",".88"
"ANI Pharmaceuticals","ANIP","2007.87","NSDQ","12","Medical","Medical - Biomedical and Genetics","92.53","5.2","7.25","7.74"
"Anixa Biosciences","ANIX","96.96","NSDQ","10","Medical","Medical - Biomedical and Genetics","3.01","-.39","-.38","-.39"
"Adlai Nortye Ltd. Sponsored ADR","ANL","61.83","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.6756","-1.62","-1.08","-1.08"
"AleAnna Inc.","ANNA","280.61","NSDQ","12","Medical","Medical - Drugs","4.21","-4.38","",""
"Annexon","ANNX","232.96","NSDQ","12","Medical","Medical - Biomedical and Genetics","2.12","-1.01","-1.39","-1.37"
"Rich Sparkle Holdings Limited","ANPA","578.63","NSDQ","12","Business Services","Business - Services","46.29","","",""
"Anta Sports Products","ANPDF","38194.55","OTC","12","Consumer Discretionary","Shoes and Retail Apparel ","13.5",".75",".64",".74"
"Alto Neuroscience, Inc.","ANRO","103.16","NYSE","12","Medical","Medical - Biomedical and Genetics","3.81","-2.5","-2.48","-2.56"
"Agriculture & Natural Solutions Acquisition Corporation","ANSC","470.92","NSDQ","12","Unclassified","Unclassified","10.92","","",""
"Antalpha Platform Holding Company","ANTA","301.45","NSDQ","12","Finance","Financial - Miscellaneous Services","13.05","",".5",".73"
"AirMedia Group","ANTE","60.34","NSDQ","12","Transportation","Transportation - Airline","4.21","-.95","",""
"AN2 Therapeutics","ANTX","30.06","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.1","-1.72","-1.03","-.96"
"Annovis Bio","ANVS","45.21","NYSE","12","Medical","Medical - Biomedical and Genetics","2.32","-2.31","-1.52","-1.66"
"Sphere 3D","ANY","18.27","NSDQ","12","Finance","Financial - Miscellaneous Services",".645","-.37","-.47","-.39"
"ANZ Group Holdings Limited - Sponsored ADR","ANZGY","65512.14","OTC","9","Finance","Financial - Miscellaneous Services","21.958","","1.49","1.43"
"Arogo Capital Acquisition Corp.","AOGO","36.95","OTC","12","Unclassified","Unclassified","12","","",""
